SubjectID,BiasCondition,Block,ResponseCorrect,Task
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,3,yes,GJT
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,4,yes,GJT
1kneonfwope5q8xn0jqzosx0b90kzfr8,RuleBasedInput,3,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,1,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,4,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,1,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,2,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,4,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,3,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,2,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,3,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,1,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,4,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,1,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,2,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,3,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,2,no,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,3,yes,GJT
1rwt1pxdc2f8uske9k5uzpa0oralo072,WeakBias,4,no,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,3,no,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,4,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,1,no,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,1,no,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,3,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,2,no,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,4,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,2,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,3,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,2,no,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,2,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,1,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,1,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,3,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,4,yes,GJT
1ucr8ukvcl4wea7z7rnswqc63waga2rn,StrongBias,4,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,3,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,1,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,3,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,3,no,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,4,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,3,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,4,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,1,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,2,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,1,no,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,2,no,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,2,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,4,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,2,no,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,1,yes,GJT
37gdcbtfg3qkwxkbtxfuzr7s7xgjt751,WeakBias,4,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,1,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,1,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,3,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,4,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,3,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,3,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,2,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,4,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,2,no,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,4,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,2,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,4,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,3,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,1,yes,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,2,no,GJT
42ycj8lwusfmbewa0q5pz6h95yeryosx,RuleBasedInput,1,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,2,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,3,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,2,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,1,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,2,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,1,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,1,no,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,3,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,4,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,4,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,3,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,2,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,4,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,3,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,1,yes,GJT
47gh2bh9ce1cj9ww1j4324ok80yqsrc6,StrongBias,4,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,2,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,2,no,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,1,no,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,3,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,3,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,2,no,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,1,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,3,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,1,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,4,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,4,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,1,no,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,4,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,3,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,4,yes,GJT
4lfhg5m2gn56hgrp0b4duzjvfwc3loxq,StrongBias,2,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,4,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,2,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,1,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,1,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,4,no,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,1,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,1,no,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,2,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,3,no,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,3,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,3,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,4,yes,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,3,no,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,2,no,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,2,no,GJT
4pbc3dxqcslywbaamaz5pmzw4ef8xg03,WeakBias,4,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,4,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,2,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,3,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,3,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,3,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,1,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,2,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,1,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,4,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,2,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,3,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,4,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,4,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,2,no,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,1,yes,GJT
51jsjzx1khh56ynpx33wpsc0189z2q2s,RuleBasedInput,1,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,2,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,1,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,3,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,4,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,2,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,4,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,1,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,3,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,2,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,4,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,3,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,2,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,1,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,4,no,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,1,yes,GJT
55fv0qm32jbpsv2t3r6z0h41tauu3flq,StrongBias,3,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,1,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,4,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,4,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,2,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,3,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,4,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,1,no,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,3,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,2,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,1,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,3,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,2,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,1,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,3,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,4,yes,GJT
56j3k42yvly7qz8s4p2qey8zqgyxm9a3,StrongBias,2,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,3,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,2,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,3,no,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,4,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,1,no,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,3,no,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,4,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,3,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,2,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,4,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,2,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,2,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,1,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,1,no,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,1,yes,GJT
5ey5cddo759qq3y16qlxpbz59g955l7j,StrongBias,4,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,2,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,4,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,3,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,2,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,3,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,2,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,1,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,4,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,1,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,3,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,2,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,4,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,1,yes,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,1,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,3,no,GJT
5lkfmrd93087r4t0x5aljkjvx5plpz5r,WeakBias,4,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,1,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,3,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,4,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,4,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,3,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,1,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,2,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,1,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,3,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,2,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,3,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,1,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,2,no,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,2,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,4,yes,GJT
6pww3zj6oek6ux1ha3wrssacbe80u3en,WeakBias,4,yes,GJT
7ua4qoecc13ttn7fezcmowsk46qdn0vv,RuleBasedInput,4,yes,GJT
